owner,date taken,capture time,type,dimensions,capture,keyword: content,keyword: type
thomas,11/14/19,3:41:21 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,3:17:08 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,3:17:05 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,3:16:36 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,3:16:34 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:54:38 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:54:36 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:54:38 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:40:36 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:40:31 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:40:10 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:40:08 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,2:40:05 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,11:50:56 AM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,11:50:56 AM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,11:50:49 AM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,11:41:33 AM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,11:41:30 AM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/14/19,11:41:05 AM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,8:05:25 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,8:05:23 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,8:05:22 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,8:05:21 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,8:05:16 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,8:04:50 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,7:48:38 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,7:48:33 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,7:29:10 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,7:29:09 PM,.heic,3024x4032,iphone 7,work related,taken by phone
thomas,11/13/19,11:21:45 AM,.heic,3024x4032,iphone 7,of a thing,taken by phone
thomas,11/13/19,11:18:32 AM,.heic,3024x4032,iphone 7,of a thing,taken by phone
thomas,11/13/19,11:18:29 AM,.heic,3024x4032,iphone 7,of a thing,taken by phone
thomas,11/13/19,11:18:20 AM,.heic,3024x4032,iphone 7,of a thing,taken by phone
thomas,11/13/19,11:07:18 AM,.heic,3024x4032,iphone 7,of a thing,taken by phone
